"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2013","2013",0,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2014","2014",0,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2015","2015",0,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2016","2016",0,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2017","2017",0,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2018","2018",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2003","2003",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2004","2004",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2005","2005",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2006","2006",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2007","2007",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2008","2008",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2009","2009",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2010","2010",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2011","2011",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2012","2012",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2013","2013",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2014","2014",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2015","2015",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2016","2016",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2017","2017",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","STATE","State/Regional","2018","2018",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","1990","1990",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","1991","1991",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","1992","1992",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","1993","1993",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","1994","1994",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","1995","1995",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","1996","1996",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","1997","1997",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","1998","1998",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","1999","1999",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2000","2000",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2001","2001",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2002","2002",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2003","2003",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2004","2004",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2005","2005",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2006","2006",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2007","2007",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2008","2008",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2009","2009",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2010","2010",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2011","2011",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2012","2012",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2013","2013",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2014","2014",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2015","2015",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2016","2016",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2017","2017",0,,
"4510","4510 Non-recurrent taxes on net wealth","NES","Total","2018","2018",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2003","2003",14.4,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2004","2004",17.7,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2005","2005",23.2,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2006","2006",315.548,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2007","2007",204.031,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2008","2008",224.749,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2009","2009",273.251,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2010","2010",264.138,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2011","2011",120.399,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2012","2012",210.241,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2013","2013",183.536,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2014","2014",234.045,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2015","2015",65.859,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2016","2016",524.9,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2017","2017",299.299,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","NES","Total","2018","2018",340.543,,
"4000","4000 Taxes on property","LOCAL","Local government","1990","1990",0,,
"4000","4000 Taxes on property","LOCAL","Local government","1991","1991",0,,
"4000","4000 Taxes on property","LOCAL","Local government","1992","1992",0,,
"4000","4000 Taxes on property","LOCAL","Local government","1993","1993",0,,
"4000","4000 Taxes on property","LOCAL","Local government","1994","1994",0,,
"4000","4000 Taxes on property","LOCAL","Local government","1995","1995",0,,
"4000","4000 Taxes on property","LOCAL","Local government","1996","1996",0,,
"4000","4000 Taxes on property","LOCAL","Local government","1997","1997",0,,
"4000","4000 Taxes on property","LOCAL","Local government","1998","1998",0,,
"4000","4000 Taxes on property","LOCAL","Local government","1999","1999",0,,
"4000","4000 Taxes on property","LOCAL","Local government","2000","2000",0,,
"4000","4000 Taxes on property","LOCAL","Local government","2001","2001",0,,
"4000","4000 Taxes on property","LOCAL","Local government","2002","2002",0,,
"4000","4000 Taxes on property","LOCAL","Local government","2003","2003",2689.273,,
"4000","4000 Taxes on property","LOCAL","Local government","2004","2004",8292.144,,
"4000","4000 Taxes on property","LOCAL","Local government","2005","2005",12906.098,,
"4000","4000 Taxes on property","LOCAL","Local government","2006","2006",6587.847,,
"4000","4000 Taxes on property","LOCAL","Local government","2007","2007",18788.518,,
"4000","4000 Taxes on property","LOCAL","Local government","2008","2008",23158.745,,
"4000","4000 Taxes on property","LOCAL","Local government","2009","2009",27190.198,,
"4000","4000 Taxes on property","LOCAL","Local government","2010","2010",31041.006,,
"4000","4000 Taxes on property","LOCAL","Local government","2011","2011",33983.79,,
"4000","4000 Taxes on property","LOCAL","Local government","2012","2012",38150.08,,
"4000","4000 Taxes on property","LOCAL","Local government","2013","2013",41421.242,,
"4000","4000 Taxes on property","LOCAL","Local government","2014","2014",46290.893,,
"4000","4000 Taxes on property","LOCAL","Local government","2015","2015",44617.9,,
"4000","4000 Taxes on property","LOCAL","Local government","2016","2016",51667.7,,
"4000","4000 Taxes on property","LOCAL","Local government","2017","2017",58731.715,,
"4000","4000 Taxes on property","LOCAL","Local government","2018","2018",65786.253,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1990","1990",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1991","1991",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1992","1992",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1993","1993",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1994","1994",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1995","1995",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1996","1996",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1997","1997",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1998","1998",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1999","1999",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2000","2000",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2001","2001",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2002","2002",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2003","2003",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2004","2004",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2005","2005",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2006","2006",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2007","2007",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2008","2008",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2009","2009",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2010","2010",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2011","2011",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2012","2012",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2013","2013",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2014","2014",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2015","2015",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2016","2016",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2017","2017",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2018","2018",0,,
"NTR_A","Non-tax revenue: Grants","NES","Total","1990","1990",0,,
"NTR_A","Non-tax revenue: Grants","NES","Total","1991","1991",0,,
"NTR_A","Non-tax revenue: Grants","NES","Total","1992","1992",0,,
"NTR_A","Non-tax revenue: Grants","NES","Total","1993","1993",0,,
"NTR_A","Non-tax revenue: Grants","NES","Total","1994","1994",0,,
"NTR_A","Non-tax revenue: Grants","NES","Total","1995","1995",134.804,,
"NTR_A","Non-tax revenue: Grants","NES","Total","1996","1996",145.63,,
"NTR_A","Non-tax revenue: Grants","NES","Total","1997","1997",264.88,,
"NTR_A","Non-tax revenue: Grants","NES","Total","1998","1998",521.069,,
"NTR_A","Non-tax revenue: Grants","NES","Total","1999","1999",452.321,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2000","2000",636.573,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2001","2001",979.854,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2002","2002",1143.38,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2003","2003",1090.372,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2004","2004",965.852,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2005","2005",1117.905,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2006","2006",1270,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2007","2007",1285,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2008","2008",1993,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2009","2009",1844,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2010","2010",1012,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2011","2011",1480,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2012","2012",1965.748,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2013","2013",2335.31,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2014","2014",1959.868,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2015","2015",1467.235,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2016","2016",1799.53,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2017","2017",1282.904,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2018","2018",1332.225,,
"5111","5111 Value added taxes","NES","Total","1990","1990",17509.099,,
"5111","5111 Value added taxes","NES","Total","1991","1991",18977.701,,
"5111","5111 Value added taxes","NES","Total","1992","1992",17854.794,,
"5111","5111 Value added taxes","NES","Total","1993","1993",23250.058,,
"5111","5111 Value added taxes","NES","Total","1994","1994",28257.988,,
"5111","5111 Value added taxes","NES","Total","1995","1995",31729.397,,
"5111","5111 Value added taxes","NES","Total","1996","1996",34624.18,,
"5111","5111 Value added taxes","NES","Total","1997","1997",39460.887,,
"5111","5111 Value added taxes","NES","Total","1998","1998",42654.641,,
"5111","5111 Value added taxes","NES","Total","1999","1999",47564.4,,
"5111","5111 Value added taxes","NES","Total","2000","2000",52054,,
"5111","5111 Value added taxes","NES","Total","2001","2001",58522.193,,
"5111","5111 Value added taxes","NES","Total","2002","2002",68509.609,,
"5111","5111 Value added taxes","NES","Total","2003","2003",76621.883,,
"5111","5111 Value added taxes","NES","Total","2004","2004",93118.349,,
"5111","5111 Value added taxes","NES","Total","2005","2005",109273.907,,
"5111","5111 Value added taxes","NES","Total","2006","2006",129399.276,,
"5111","5111 Value added taxes","NES","Total","2007","2007",146061.592,,
"5111","5111 Value added taxes","NES","Total","2008","2008",151904.485,,
"5111","5111 Value added taxes","NES","Total","2009","2009",148707.675,,
"5111","5111 Value added taxes","NES","Total","2010","2010",170552.416,,
"5111","5111 Value added taxes","NES","Total","2011","2011",194294.696,,
"5111","5111 Value added taxes","NES","Total","2012","2012",207471.855,,
"5111","5111 Value added taxes","NES","Total","2013","2013",231528.28,,
"5111","5111 Value added taxes","NES","Total","2014","2014",256464.369,,
"5111","5111 Value added taxes","NES","Total","2015","2015",277530.271,,
"5111","5111 Value added taxes","NES","Total","2016","2016",294673.847,,
"5111","5111 Value added taxes","NES","Total","2017","2017",293863.594,,
"5111","5111 Value added taxes","NES","Total","2018","2018",324681.546,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1990","1990",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1991","1991",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1992","1992",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1993","1993",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1994","1994",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1995","1995",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1996","1996",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1997","1997",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1998","1998",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1999","1999",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2000","2000",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2001","2001",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2002","2002",2918.841,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2003","2003",5136.619,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2004","2004",5833.331,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2005","2005",6476.503,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2006","2006",7669.349,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2007","2007",8797.197,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2008","2008",10004.343,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2009","2009",10593.801,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2010","2010",10974.633,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2011","2011",12265.501,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2012","2012",14087.526,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2013","2013",14188.058,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2014","2014",15599.288,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2015","2015",17139.339,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2016","2016",17787.365,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2017","2017",18652.196,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2018","2018",19163.324,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","1990","1990",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","1991","1991",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","1992","1992",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","1993","1993",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","1994","1994",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","1995","1995",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","1996","1996",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","1997","1997",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","1998","1998",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","1999","1999",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2000","2000",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2001","2001",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2002","2002",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2003","2003",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2004","2004",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2005","2005",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2006","2006",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2007","2007",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2008","2008",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2009","2009",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2010","2010",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2011","2011",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2012","2012",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2013","2013",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2014","2014",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2015","2015",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2016","2016",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2017","2017",0,,
"3000","3000 Taxes on payroll and workforce","STATE","State/Regional","2018","2018",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","1990","1990",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","1991","1991",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","1992","1992",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","1993","1993",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","1994","1994",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","1995","1995",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","1996","1996",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","1997","1997",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","1998","1998",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","1999","1999",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2000","2000",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2001","2001",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2002","2002",0,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2003","2003",3306.6,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2004","2004",3525.5,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2005","2005",4337.1,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2006","2006",4824.7,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2007","2007",5389.3,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2008","2008",5623.4,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2009","2009",5574,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2010","2010",6665.246,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2011","2011",7701.671,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2012","2012",8505.525,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2013","2013",9321.739,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2014","2014",9497.974,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2015","2015",10108.8,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2016","2016",10684.1,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2017","2017",12961.659,,
"TOTAL","Total tax and non-tax revenue","STATE","State/Regional","2018","2018",14104.379,,
"5124","5124 Taxes on exports","STATE","State/Regional","2003","2003",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2004","2004",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2005","2005",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2006","2006",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2007","2007",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2008","2008",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2009","2009",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2010","2010",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2011","2011",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2012","2012",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2013","2013",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2014","2014",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2015","2015",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2016","2016",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2017","2017",0,,
"5124","5124 Taxes on exports","STATE","State/Regional","2018","2018",0,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2002","2002",1445.01,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2003","2003",2554.852,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2004","2004",2903.651,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2005","2005",3222.861,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2006","2006",3802.578,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2007","2007",4323.81,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2008","2008",4933.478,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2009","2009",5227.372,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2010","2010",5377.102,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2011","2011",5973.478,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2012","2012",6894.048,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2013","2013",6954.673,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2014","2014",7668.499,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2015","2015",8413.994,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2016","2016",8736.62,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2017","2017",9169.121,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2018","2018",9528.371,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","1990","1990",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","1991","1991",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","1992","1992",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","1993","1993",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","1994","1994",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","1995","1995",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","1996","1996",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","1997","1997",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","1998","1998",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","1999","1999",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2000","2000",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2001","2001",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2002","2002",0,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2003","2003",2689.273,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2004","2004",8292.144,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2005","2005",12906.098,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2006","2006",6587.847,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2007","2007",18788.518,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2008","2008",23158.745,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2009","2009",27190.198,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2010","2010",31041.006,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2011","2011",33983.79,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2012","2012",38150.08,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2013","2013",41421.242,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2014","2014",46290.893,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2015","2015",44617.9,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2016","2016",51667.7,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2017","2017",58731.715,,
"TOTALTAX","Total tax revenue","LOCAL","Local government","2018","2018",65786.253,,
"5123","5123 Customs and import duties","NES","Total","1990","1990",2439.751,,
"5123","5123 Customs and import duties","NES","Total","1991","1991",2685.339,,
"5123","5123 Customs and import duties","NES","Total","1992","1992",2936.133,,
"5123","5123 Customs and import duties","NES","Total","1993","1993",3282.082,,
"5123","5123 Customs and import duties","NES","Total","1994","1994",3938.384,,
"5123","5123 Customs and import duties","NES","Total","1995","1995",5128.99,,
"5123","5123 Customs and import duties","NES","Total","1996","1996",6036.877,,
"5123","5123 Customs and import duties","NES","Total","1997","1997",6272.978,,
"5123","5123 Customs and import duties","NES","Total","1998","1998",6181.712,,
